7	1
8	1
7	0
11	0
7	2
10	1
13	2
10	2
8	1
9	0
3	0
5	0
5	0
0	0
0	0
1	0
0	0
2	0
0	0
1	0
4	0
10	2
6	1
6	1
10	1
7	2
11	2
0	0
5	1
0	0
0	0
3	0
0	0
2	0
9	1
2	0
2	0
2	0
7	0
0	0
3	1
11	3
4	0
5	2
1	0
16	1
10	1
6	1
13	4
14	1
9	1
5	0
0	0
0	0
1	0
14	1
0	0
10	0
10	2
1	0
13	2
10	2
2	0
0	0
10	0
9	0
12	0
5	0
14	1
5	0
7	0
4	1
8	0
13	0
18	3
6	2
16	1
6	0
21	3
10	0
12	1
13	1
8	2
4	0
6	2
1	0
0	0
4	0
1	0
6	1
10	0
14	1
14	2
12	0
8	2
6	0
11	2
16	1
4	3
6	0
11	0
17	1
10	1
24	7
8	2
8	0
8	2
10	0
4	0
